Date,Close
2018-10-02 13:50:00-04:00,229.7762
2018-10-02 14:00:00-04:00,229.5236
2018-10-02 14:10:00-04:00,229.814
2018-10-02 14:20:00-04:00,229.72
2018-10-02 14:30:00-04:00,229.865
2018-10-02 14:40:00-04:00,229.64
2018-10-02 14:50:00-04:00,229.56
2018-10-02 15:00:00-04:00,229.585
2018-10-02 15:10:00-04:00,228.96
2018-10-02 15:20:00-04:00,228.288
2018-10-02 15:30:00-04:00,228.67
2018-10-02 15:40:00-04:00,229.04
2018-10-02 15:50:00-04:00,229.59
2018-10-02 16:00:00-04:00,229.28
2018-10-03 09:30:00-04:00,230.05
2018-10-03 09:40:00-04:00,231.35
2018-10-03 09:50:00-04:00,231.8
2018-10-03 10:00:00-04:00,231.9
2018-10-03 10:10:00-04:00,232.91
2018-10-03 10:20:00-04:00,233.09
2018-10-03 10:30:00-04:00,232.84
2018-10-03 10:40:00-04:00,232.73
2018-10-03 10:50:00-04:00,232.529
2018-10-03 11:00:00-04:00,232.53
2018-10-03 11:10:00-04:00,232.54
2018-10-03 11:20:00-04:00,232.92
2018-10-03 11:30:00-04:00,233.0601
2018-10-03 11:40:00-04:00,232.34
2018-10-03 11:50:00-04:00,232.2297
2018-10-03 12:00:00-04:00,232.74
2018-10-03 12:10:00-04:00,232.3987
2018-10-03 12:20:00-04:00,232.5573
2018-10-03 12:30:00-04:00,232.605
2018-10-03 12:40:00-04:00,232.25
2018-10-03 12:50:00-04:00,232.42
2018-10-03 13:00:00-04:00,232.68
2018-10-03 13:10:00-04:00,232.76
2018-10-03 13:20:00-04:00,232.73
2018-10-03 13:30:00-04:00,232.6945
2018-10-03 13:40:00-04:00,232.79
2018-10-03 13:50:00-04:00,232.64
2018-10-03 14:00:00-04:00,232.51
2018-10-03 14:10:00-04:00,232.85
2018-10-03 14:20:00-04:00,232.63
2018-10-03 14:30:00-04:00,232.5
2018-10-03 14:40:00-04:00,232.12
2018-10-03 14:50:00-04:00,232.13
2018-10-03 15:00:00-04:00,232.3897
2018-10-03 15:10:00-04:00,232.32
2018-10-03 15:20:00-04:00,232.17
2018-10-03 15:30:00-04:00,231.8902
2018-10-03 15:40:00-04:00,231.84
2018-10-03 15:50:00-04:00,231.96
2018-10-03 16:00:00-04:00,232.07
2018-10-04 09:30:00-04:00,230.78
2018-10-04 09:40:00-04:00,230.715
2018-10-04 09:50:00-04:00,229.75
2018-10-04 10:00:00-04:00,229.91
2018-10-04 10:10:00-04:00,230.19
2018-10-04 10:20:00-04:00,229.9505
2018-10-04 10:30:00-04:00,229.78
2018-10-04 10:40:00-04:00,229.92
2018-10-04 10:50:00-04:00,229.23
2018-10-04 11:00:00-04:00,229.2
2018-10-04 11:10:00-04:00,229.545
2018-10-04 11:20:00-04:00,229.7
2018-10-04 11:30:00-04:00,229.5
2018-10-04 11:40:00-04:00,228.65
2018-10-04 11:50:00-04:00,228.2
2018-10-04 12:00:00-04:00,228.15
2018-10-04 12:10:00-04:00,228.57
2018-10-04 12:20:00-04:00,228.415
2018-10-04 12:30:00-04:00,227.82
2018-10-04 12:40:00-04:00,228.785
2018-10-04 12:50:00-04:00,228.1581
2018-10-04 13:00:00-04:00,227.93
2018-10-04 13:10:00-04:00,228.2561
2018-10-04 13:20:00-04:00,227.62
2018-10-04 13:30:00-04:00,228.05
2018-10-04 13:40:00-04:00,227.8
2018-10-04 13:50:00-04:00,227.42
2018-10-04 14:00:00-04:00,227.69
2018-10-04 14:10:00-04:00,227.81
2018-10-04 14:20:00-04:00,227.55
2018-10-04 14:30:00-04:00,227.55
2018-10-04 14:40:00-04:00,228.23
2018-10-04 14:50:00-04:00,227.84
2018-10-04 15:00:00-04:00,228.27
2018-10-04 15:10:00-04:00,228.3266
2018-10-04 15:20:00-04:00,228.16
2018-10-04 15:30:00-04:00,227.84
2018-10-04 15:40:00-04:00,227.51
2018-10-04 15:50:00-04:00,228.45
2018-10-04 16:00:00-04:00,227.99
2018-10-05 09:30:00-04:00,227.96
2018-10-05 09:40:00-04:00,227.4186
2018-10-05 09:50:00-04:00,226.4
2018-10-05 10:00:00-04:00,226.1
2018-10-05 10:10:00-04:00,225.86
2018-10-05 10:20:00-04:00,225.83
2018-10-05 10:30:00-04:00,226.42
2018-10-05 10:40:00-04:00,226.24
2018-10-05 10:50:00-04:00,225.52
2018-10-05 11:00:00-04:00,226.03
2018-10-05 11:10:00-04:00,225.46
2018-10-05 11:20:00-04:00,224.36
2018-10-05 11:30:00-04:00,224.49
2018-10-05 11:40:00-04:00,224.77
2018-10-05 11:50:00-04:00,224.1598
2018-10-05 12:00:00-04:00,223.92
2018-10-05 12:10:00-04:00,224.54
2018-10-05 12:20:00-04:00,224.23
2018-10-05 12:30:00-04:00,224.36
2018-10-05 12:40:00-04:00,223.47
2018-10-05 12:50:00-04:00,223.639
2018-10-05 13:00:00-04:00,222.86
2018-10-05 13:10:00-04:00,221.57
2018-10-05 13:20:00-04:00,221.94
2018-10-05 13:30:00-04:00,221.55
2018-10-05 13:40:00-04:00,222.2736
2018-10-05 13:50:00-04:00,222.64
2018-10-05 14:00:00-04:00,223.2639
2018-10-05 14:10:00-04:00,223.13
2018-10-05 14:20:00-04:00,224.0403
2018-10-05 14:30:00-04:00,224.2297
2018-10-05 14:40:00-04:00,224.21
2018-10-05 14:50:00-04:00,224.71
2018-10-05 15:00:00-04:00,224.94
2018-10-05 15:10:00-04:00,225.04
2018-10-05 15:20:00-04:00,224.93
2018-10-05 15:30:00-04:00,224.6374
2018-10-05 15:40:00-04:00,224.42
2018-10-05 15:50:00-04:00,224.79
2018-10-05 16:00:00-04:00,224.47
2018-10-08 09:30:00-04:00,222.21
2018-10-08 09:40:00-04:00,222.31
2018-10-08 09:50:00-04:00,222.55
2018-10-08 10:00:00-04:00,222.86
2018-10-08 10:10:00-04:00,223.03
2018-10-08 10:20:00-04:00,223.74
2018-10-08 10:30:00-04:00,223.88
2018-10-08 10:40:00-04:00,223.3722
2018-10-08 10:50:00-04:00,222.695
2018-10-08 11:00:00-04:00,223.12
2018-10-08 11:10:00-04:00,222.35
2018-10-08 11:20:00-04:00,222.71
2018-10-08 11:30:00-04:00,222.47
2018-10-08 11:40:00-04:00,221.61
2018-10-08 11:50:00-04:00,221.16
2018-10-08 12:00:00-04:00,221.54
2018-10-08 12:10:00-04:00,221.3698
2018-10-08 12:20:00-04:00,220.89
2018-10-08 12:30:00-04:00,222.08
2018-10-08 12:40:00-04:00,222.2
2018-10-08 12:50:00-04:00,221.88
2018-10-08 13:00:00-04:00,220.94
2018-10-08 13:10:00-04:00,222.19
2018-10-08 13:20:00-04:00,221.64
2018-10-08 13:30:00-04:00,221.82
2018-10-08 13:40:00-04:00,222.83
2018-10-08 13:50:00-04:00,222.97
2018-10-08 14:00:00-04:00,222.48
2018-10-08 14:10:00-04:00,223.49
2018-10-08 14:20:00-04:00,222.9492
2018-10-08 14:30:00-04:00,222.5517
2018-10-08 14:40:00-04:00,223.04
2018-10-08 14:50:00-04:00,223.36
2018-10-08 15:00:00-04:00,223.395
2018-10-08 15:10:00-04:00,223.9101
2018-10-08 15:20:00-04:00,224.1
2018-10-08 15:30:00-04:00,223.77
2018-10-08 15:40:00-04:00,224.56
2018-10-08 15:50:00-04:00,224.4
2018-10-08 16:00:00-04:00,223.77
2018-10-09 09:30:00-04:00,223.64
2018-10-09 09:40:00-04:00,224.015
2018-10-09 09:50:00-04:00,222.93
2018-10-09 10:00:00-04:00,224.13
2018-10-09 10:10:00-04:00,223.6
2018-10-09 10:20:00-04:00,224.9
2018-10-09 10:30:00-04:00,226.2878
2018-10-09 10:40:00-04:00,226.56
2018-10-09 10:50:00-04:00,226.618
2018-10-09 11:00:00-04:00,226.36
2018-10-09 11:10:00-04:00,225.6054
2018-10-09 11:20:00-04:00,225.8472
2018-10-09 11:30:00-04:00,226.5001
2018-10-09 11:40:00-04:00,226.6034
2018-10-09 11:50:00-04:00,226.23
2018-10-09 12:00:00-04:00,226.565
2018-10-09 12:10:00-04:00,226.29
2018-10-09 12:20:00-04:00,225.69
2018-10-09 12:30:00-04:00,225.7
2018-10-09 12:40:00-04:00,226.0548
2018-10-09 12:50:00-04:00,225.175
2018-10-09 13:00:00-04:00,225.4
2018-10-09 13:10:00-04:00,225.17
2018-10-09 13:20:00-04:00,225.74
2018-10-09 13:30:00-04:00,225.9
2018-10-09 13:40:00-04:00,225.45
2018-10-09 13:50:00-04:00,225.2
2018-10-09 14:00:00-04:00,225.61
2018-10-09 14:10:00-04:00,225.97
2018-10-09 14:20:00-04:00,225.74
2018-10-09 14:30:00-04:00,225.9
2018-10-09 14:40:00-04:00,225.82
2018-10-09 14:50:00-04:00,226.21
2018-10-09 15:00:00-04:00,226.67
2018-10-09 15:10:00-04:00,226.64
2018-10-09 15:20:00-04:00,226.79
2018-10-09 15:30:00-04:00,226.6
2018-10-09 15:40:00-04:00,226.98
2018-10-09 15:50:00-04:00,227.05
2018-10-09 16:00:00-04:00,226.87
2018-10-10 09:30:00-04:00,225.46
2018-10-10 09:40:00-04:00,224.505
2018-10-10 09:50:00-04:00,224.3375
2018-10-10 10:00:00-04:00,223.59
2018-10-10 10:10:00-04:00,223.89
2018-10-10 10:20:00-04:00,223.84
2018-10-10 10:30:00-04:00,223.49
2018-10-10 10:40:00-04:00,223.44
2018-10-10 10:50:00-04:00,223.59
2018-10-10 11:00:00-04:00,223.65
2018-10-10 11:10:00-04:00,222.3
2018-10-10 11:20:00-04:00,222.87
2018-10-10 11:30:00-04:00,223.3546
2018-10-10 11:40:00-04:00,223.09
2018-10-10 11:50:00-04:00,224.25
2018-10-10 12:00:00-04:00,223.34
2018-10-10 12:10:00-04:00,223.19
2018-10-10 12:20:00-04:00,223.93
2018-10-10 12:30:00-04:00,223.309
2018-10-10 12:40:00-04:00,223.3
2018-10-10 12:50:00-04:00,223.06
2018-10-10 13:00:00-04:00,222.6
2018-10-10 13:10:00-04:00,222.82
2018-10-10 13:20:00-04:00,223.51
2018-10-10 13:30:00-04:00,223.23
2018-10-10 13:40:00-04:00,222.87
2018-10-10 13:50:00-04:00,223.1321
2018-10-10 14:00:00-04:00,222.71
2018-10-10 14:10:00-04:00,221.61
2018-10-10 14:20:00-04:00,221.896
2018-10-10 14:30:00-04:00,221.77
2018-10-10 14:40:00-04:00,221.076
2018-10-10 14:50:00-04:00,220.285
2018-10-10 15:00:00-04:00,221.365
2018-10-10 15:10:00-04:00,220.5972
2018-10-10 15:20:00-04:00,219.8915
2018-10-10 15:30:00-04:00,220.85
2018-10-10 15:40:00-04:00,219.56
2018-10-10 15:50:00-04:00,219.02
2018-10-10 16:00:00-04:00,216.39
2018-10-11 09:30:00-04:00,214.52
2018-10-11 09:40:00-04:00,213.34
2018-10-11 09:50:00-04:00,217.565
2018-10-11 10:00:00-04:00,219.29
2018-10-11 10:10:00-04:00,218.11
2018-10-11 10:20:00-04:00,216.1075
2018-10-11 10:30:00-04:00,217.18
2018-10-11 10:40:00-04:00,217.06
2018-10-11 10:50:00-04:00,216.12
2018-10-11 11:00:00-04:00,216.22
2018-10-11 11:10:00-04:00,215.08
2018-10-11 11:20:00-04:00,215.05
2018-10-11 11:30:00-04:00,215.82
2018-10-11 11:40:00-04:00,215.24
2018-10-11 11:50:00-04:00,217.62
2018-10-11 12:00:00-04:00,216.725
2018-10-11 12:10:00-04:00,216.42
2018-10-11 12:20:00-04:00,217.78
2018-10-11 12:30:00-04:00,217.65
2018-10-11 12:40:00-04:00,216.93
2018-10-11 12:50:00-04:00,216.73
2018-10-11 13:00:00-04:00,216.93
2018-10-11 13:10:00-04:00,216.34
2018-10-11 13:20:00-04:00,217.49
2018-10-11 13:30:00-04:00,217.54
2018-10-11 13:40:00-04:00,217.47
2018-10-11 13:50:00-04:00,216.48
2018-10-11 14:00:00-04:00,217.03
2018-10-11 14:10:00-04:00,216.41
2018-10-11 14:20:00-04:00,215.84
2018-10-11 14:30:00-04:00,215.82
2018-10-11 14:40:00-04:00,214.7912
2018-10-11 14:50:00-04:00,213.44
2018-10-11 15:00:00-04:00,213.81
2018-10-11 15:10:00-04:00,214.02
2018-10-11 15:20:00-04:00,217.35
2018-10-11 15:30:00-04:00,216.69
2018-10-11 15:40:00-04:00,216.72
2018-10-11 15:50:00-04:00,214.56
2018-10-11 16:00:00-04:00,214.45
2018-10-12 09:30:00-04:00,220.42
2018-10-12 09:40:00-04:00,221.0314
2018-10-12 09:50:00-04:00,220.7
2018-10-12 10:00:00-04:00,220.75
2018-10-12 10:10:00-04:00,221.9184
2018-10-12 10:20:00-04:00,220.78
2018-10-12 10:30:00-04:00,220.31
2018-10-12 10:40:00-04:00,221.2365
2018-10-12 10:50:00-04:00,220.7017
2018-10-12 11:00:00-04:00,220.2
2018-10-12 11:10:00-04:00,220.5338
2018-10-12 11:20:00-04:00,220.3095
2018-10-12 11:30:00-04:00,220.07
2018-10-12 11:40:00-04:00,219.3041
2018-10-12 11:50:00-04:00,218.85
2018-10-12 12:00:00-04:00,219.02
2018-10-12 12:10:00-04:00,218.7459
2018-10-12 12:20:00-04:00,218.69
2018-10-12 12:30:00-04:00,218.68
2018-10-12 12:40:00-04:00,218.187
2018-10-12 12:50:00-04:00,217.025
2018-10-12 13:00:00-04:00,218.5744
2018-10-12 13:10:00-04:00,219.67
2018-10-12 13:20:00-04:00,218.72
2018-10-12 13:30:00-04:00,218.45
2018-10-12 13:40:00-04:00,218.08
2018-10-12 13:50:00-04:00,219.17
2018-10-12 14:00:00-04:00,218.58
2018-10-12 14:10:00-04:00,218.365
2018-10-12 14:20:00-04:00,218.55
2018-10-12 14:30:00-04:00,219.15
2018-10-12 14:40:00-04:00,218.57
2018-10-12 14:50:00-04:00,218.65
2018-10-12 15:00:00-04:00,219.79
2018-10-12 15:10:00-04:00,220.02
2018-10-12 15:20:00-04:00,220.13
2018-10-12 15:30:00-04:00,220.78
2018-10-12 15:40:00-04:00,220.7511
2018-10-12 15:50:00-04:00,221.85
2018-10-12 16:00:00-04:00,222.11
2018-10-15 09:30:00-04:00,221.16
2018-10-15 09:40:00-04:00,219.59
2018-10-15 09:50:00-04:00,219.81
2018-10-15 10:00:00-04:00,219.13
2018-10-15 10:10:00-04:00,218.4
2018-10-15 10:20:00-04:00,218.02
2018-10-15 10:30:00-04:00,219.05
2018-10-15 10:40:00-04:00,219.85
2018-10-15 10:50:00-04:00,218.73
2018-10-15 11:00:00-04:00,219.18
2018-10-15 11:10:00-04:00,219.45
2018-10-15 11:20:00-04:00,219.32
2018-10-15 11:30:00-04:00,219.85
2018-10-15 11:40:00-04:00,219.25
2018-10-15 11:50:00-04:00,218.74
2018-10-15 12:00:00-04:00,218.1
2018-10-15 12:10:00-04:00,217.81
2018-10-15 12:20:00-04:00,217.97
2018-10-15 12:30:00-04:00,218.5355
2018-10-15 12:40:00-04:00,218.53
2018-10-15 12:50:00-04:00,218.5724
2018-10-15 13:00:00-04:00,218.68
2018-10-15 13:10:00-04:00,218.88
2018-10-15 13:20:00-04:00,218.39
2018-10-15 13:30:00-04:00,217.91
2018-10-15 13:40:00-04:00,218.67
2018-10-15 13:50:00-04:00,219.299
2018-10-15 14:00:00-04:00,219.03
2018-10-15 14:10:00-04:00,218.7
2018-10-15 14:20:00-04:00,217.93
2018-10-15 14:30:00-04:00,217.78
2018-10-15 14:40:00-04:00,218.0875
2018-10-15 14:50:00-04:00,218.8653
2018-10-15 15:00:00-04:00,219.19
2018-10-15 15:10:00-04:00,219.46
2018-10-15 15:20:00-04:00,218.51
2018-10-15 15:30:00-04:00,218.26
2018-10-15 15:40:00-04:00,218.1801
2018-10-15 15:50:00-04:00,217.98
2018-10-15 16:00:00-04:00,217.27
2018-10-16 09:30:00-04:00,218.93
2018-10-16 09:40:00-04:00,218.94
2018-10-16 09:50:00-04:00,218.38
2018-10-16 10:00:00-04:00,218.49
2018-10-16 10:10:00-04:00,218.03
2018-10-16 10:20:00-04:00,217.52
2018-10-16 10:30:00-04:00,217.61
2018-10-16 10:40:00-04:00,217.09
2018-10-16 10:50:00-04:00,217.82
2018-10-16 11:00:00-04:00,218.29
2018-10-16 11:10:00-04:00,218.35
2018-10-16 11:20:00-04:00,218.97
2018-10-16 11:30:00-04:00,218.97
2018-10-16 11:40:00-04:00,219.6
2018-10-16 11:50:00-04:00,219.76
2018-10-16 12:00:00-04:00,220.15
2018-10-16 12:10:00-04:00,220.23
2018-10-16 12:20:00-04:00,219.6794
2018-10-16 12:30:00-04:00,219.73
2018-10-16 12:40:00-04:00,219.6
2018-10-16 12:50:00-04:00,219.88
2018-10-16 13:00:00-04:00,220.075
2018-10-16 13:10:00-04:00,220.11
2018-10-16 13:20:00-04:00,220.34
2018-10-16 13:30:00-04:00,220.32
2018-10-16 13:40:00-04:00,220.39
2018-10-16 13:50:00-04:00,220.91
2018-10-16 14:00:00-04:00,220.62
2018-10-16 14:10:00-04:00,220.84
2018-10-16 14:20:00-04:00,221.0648
2018-10-16 14:30:00-04:00,221.7737
2018-10-16 14:40:00-04:00,221.37
2018-10-16 14:50:00-04:00,221.8
2018-10-16 15:00:00-04:00,221.34
2018-10-16 15:10:00-04:00,221.7198
2018-10-16 15:20:00-04:00,222.18
2018-10-16 15:30:00-04:00,221.99
2018-10-16 15:40:00-04:00,222.28
2018-10-16 15:50:00-04:00,222.7
2018-10-16 16:00:00-04:00,222.15
2018-10-17 09:30:00-04:00,222.2851
2018-10-17 09:40:00-04:00,221.0013
2018-10-17 09:50:00-04:00,220.54
2018-10-17 10:00:00-04:00,220.54
2018-10-17 10:10:00-04:00,220.6099
2018-10-17 10:20:00-04:00,220.62
2018-10-17 10:30:00-04:00,221.06
2018-10-17 10:40:00-04:00,220.22
2018-10-17 10:50:00-04:00,220.12
2018-10-17 11:00:00-04:00,220.0717
2018-10-17 11:10:00-04:00,220.62
2018-10-17 11:20:00-04:00,220.8488
2018-10-17 11:30:00-04:00,220.98
2018-10-17 11:40:00-04:00,220.28
2018-10-17 11:50:00-04:00,221.2564
2018-10-17 12:00:00-04:00,221.06
2018-10-17 12:10:00-04:00,221.18
2018-10-17 12:20:00-04:00,221.516
2018-10-17 12:30:00-04:00,221.14
2018-10-17 12:40:00-04:00,221.56
2018-10-17 12:50:00-04:00,220.98
2018-10-17 13:00:00-04:00,221.665
2018-10-17 13:10:00-04:00,222.272
2018-10-17 13:20:00-04:00,222.1594
2018-10-17 13:30:00-04:00,221.79
2018-10-17 13:40:00-04:00,221.92
2018-10-17 13:50:00-04:00,221.58
2018-10-17 14:00:00-04:00,221.33
2018-10-17 14:10:00-04:00,221.73
2018-10-17 14:20:00-04:00,220.63
2018-10-17 14:30:00-04:00,220.4
2018-10-17 14:40:00-04:00,220.7
2018-10-17 14:50:00-04:00,221.03
2018-10-17 15:00:00-04:00,221.44
2018-10-17 15:10:00-04:00,221.58
2018-10-17 15:20:00-04:00,221.05
2018-10-17 15:30:00-04:00,221.45
2018-10-17 15:40:00-04:00,221.17
2018-10-17 15:50:00-04:00,220.26
2018-10-17 16:00:00-04:00,221.19
2018-10-18 09:30:00-04:00,217.86
2018-10-18 09:40:00-04:00,218.6
2018-10-18 09:50:00-04:00,218.4992
2018-10-18 10:00:00-04:00,218.42
2018-10-18 10:10:00-04:00,218.07
2018-10-18 10:20:00-04:00,218.54
2018-10-18 10:30:00-04:00,218.5
2018-10-18 10:40:00-04:00,219.49
2018-10-18 10:50:00-04:00,219.06
2018-10-18 11:00:00-04:00,219.2798
2018-10-18 11:10:00-04:00,218.72
2018-10-18 11:20:00-04:00,218.3
2018-10-18 11:30:00-04:00,217.78
2018-10-18 11:40:00-04:00,217.6
2018-10-18 11:50:00-04:00,216.38
2018-10-18 12:00:00-04:00,216.29
2018-10-18 12:10:00-04:00,216.6323
2018-10-18 12:20:00-04:00,216.66
2018-10-18 12:30:00-04:00,217.27
2018-10-18 12:40:00-04:00,217.825
2018-10-18 12:50:00-04:00,217.3964
2018-10-18 13:00:00-04:00,217.12
2018-10-18 13:10:00-04:00,216.53
2018-10-18 13:20:00-04:00,215.79
2018-10-18 13:30:00-04:00,215.49
2018-10-18 13:40:00-04:00,215.52
2018-10-18 13:50:00-04:00,215.84
2018-10-18 14:00:00-04:00,215.61
2018-10-18 14:10:00-04:00,216.34
2018-10-18 14:20:00-04:00,215.7
2018-10-18 14:30:00-04:00,216.35
2018-10-18 14:40:00-04:00,216.36
2018-10-18 14:50:00-04:00,216.68
2018-10-18 15:00:00-04:00,216.24
2018-10-18 15:10:00-04:00,215.7
2018-10-18 15:20:00-04:00,216.1
2018-10-18 15:30:00-04:00,216.13
2018-10-18 15:40:00-04:00,216.12
2018-10-18 15:50:00-04:00,216.2108
2018-10-18 16:00:00-04:00,216.02
2018-10-19 09:30:00-04:00,218.06
2018-10-19 09:40:00-04:00,219.33
2018-10-19 09:50:00-04:00,219.09
2018-10-19 10:00:00-04:00,219.68
2018-10-19 10:10:00-04:00,220.66
2018-10-19 10:20:00-04:00,219.94
2018-10-19 10:30:00-04:00,220.39
2018-10-19 10:40:00-04:00,220.84
2018-10-19 10:50:00-04:00,220.6699
2018-10-19 11:00:00-04:00,220.9021
2018-10-19 11:10:00-04:00,221.08
2018-10-19 11:20:00-04:00,220.34
2018-10-19 11:30:00-04:00,219.91
2018-10-19 11:40:00-04:00,219.81
2018-10-19 11:50:00-04:00,219.71
2018-10-19 12:00:00-04:00,219.67
2018-10-19 12:10:00-04:00,219.61
2018-10-19 12:20:00-04:00,218.86
2018-10-19 12:30:00-04:00,218.15
2018-10-19 12:40:00-04:00,217.98
2018-10-19 12:50:00-04:00,218.485
2018-10-19 13:00:00-04:00,219.06
2018-10-19 13:10:00-04:00,218.53
2018-10-19 13:20:00-04:00,219.43
2018-10-19 13:30:00-04:00,219.82
2018-10-19 13:40:00-04:00,219.58
2018-10-19 13:50:00-04:00,219.5213
2018-10-19 14:00:00-04:00,218.94
2018-10-19 14:10:00-04:00,218.41
2018-10-19 14:20:00-04:00,218.32
2018-10-19 14:30:00-04:00,218.6
2018-10-19 14:40:00-04:00,218.87
2018-10-19 14:50:00-04:00,219.19
2018-10-19 15:00:00-04:00,218.83
2018-10-19 15:10:00-04:00,219.19
2018-10-19 15:20:00-04:00,219.47
2018-10-19 15:30:00-04:00,219.7982
2018-10-19 15:40:00-04:00,219.7
2018-10-19 15:50:00-04:00,219.87
2018-10-19 16:00:00-04:00,219.31
2018-10-22 09:30:00-04:00,219.79
2018-10-22 09:40:00-04:00,220.3
2018-10-22 09:50:00-04:00,221.06
2018-10-22 10:00:00-04:00,219.82
2018-10-22 10:10:00-04:00,220.6272
2018-10-22 10:20:00-04:00,220.38
2018-10-22 10:30:00-04:00,220.231
2018-10-22 10:40:00-04:00,221.46
2018-10-22 10:50:00-04:00,222.76
2018-10-22 11:00:00-04:00,222.65
2018-10-22 11:10:00-04:00,222.57
2018-10-22 11:20:00-04:00,222.82
2018-10-22 11:30:00-04:00,222.7
2018-10-22 11:40:00-04:00,222.09
2018-10-22 11:50:00-04:00,222.485
2018-10-22 12:00:00-04:00,221.92
2018-10-22 12:10:00-04:00,222.04
2018-10-22 12:20:00-04:00,221.26
2018-10-22 12:30:00-04:00,221.36
2018-10-22 12:40:00-04:00,221.56
2018-10-22 12:50:00-04:00,221.58
2018-10-22 13:00:00-04:00,221.52
2018-10-22 13:10:00-04:00,221.84
2018-10-22 13:20:00-04:00,221.53
2018-10-22 13:30:00-04:00,221.06
2018-10-22 13:40:00-04:00,221.4
2018-10-22 13:50:00-04:00,221.18
2018-10-22 14:00:00-04:00,220.58
2018-10-22 14:10:00-04:00,220.995
2018-10-22 14:20:00-04:00,220.8
2018-10-22 14:30:00-04:00,220.4
2018-10-22 14:40:00-04:00,220.8
2018-10-22 14:50:00-04:00,221.2146
2018-10-22 15:00:00-04:00,221.19
2018-10-22 15:10:00-04:00,221.79
2018-10-22 15:20:00-04:00,221.59
2018-10-22 15:30:00-04:00,221.63
2018-10-22 15:40:00-04:00,221.74
2018-10-22 15:50:00-04:00,221.54
2018-10-22 16:00:00-04:00,220.59
2018-10-23 09:30:00-04:00,215.83
2018-10-23 09:40:00-04:00,217.01
2018-10-23 09:50:00-04:00,217.5
2018-10-23 10:00:00-04:00,216.65
2018-10-23 10:10:00-04:00,215.97
2018-10-23 10:20:00-04:00,215.57
2018-10-23 10:30:00-04:00,216.0797
2018-10-23 10:40:00-04:00,216.34
2018-10-23 10:50:00-04:00,216.7966
2018-10-23 11:00:00-04:00,216.29
2018-10-23 11:10:00-04:00,216.348
2018-10-23 11:20:00-04:00,217.2875
2018-10-23 11:30:00-04:00,217.405
2018-10-23 11:40:00-04:00,217.1925
2018-10-23 11:50:00-04:00,217.3073
2018-10-23 12:00:00-04:00,216.875
2018-10-23 12:10:00-04:00,218.5016
2018-10-23 12:20:00-04:00,218.24
2018-10-23 12:30:00-04:00,218.6379
2018-10-23 12:40:00-04:00,218.52
2018-10-23 12:50:00-04:00,219.05
