2018-11-07 01:26:23,b'Apple Highlights 2018 MacBook Air and Mac Mini Reviews https://t.co/X5FQiCphrt #AAPL'
2018-11-07 00:56:53,b'A great step for humankind. #AAPL https://t.co/8xROWa2qL0'
2018-11-07 18:51:11,"b""Apple's Clips App Gains New Selfie Scenes, Filters, Stickers and Soundtracks https://t.co/zAzA5oWxqW #AAPL"""
2018-11-07 18:49:10,b'Apple (#AAPL) stock crash into an opportunity buying dip. https://t.co/tvjGwLUNka via @gearupinvestor'
2018-11-07 18:36:27,"b""Apple's Phil Schiller and Anand Shimpi Provide Insight Into A12X Chip in New iPad Pro Models https://t.co/YIdkKYXr7F #AAPL"""
2018-11-07 18:25:12,b'$SPY Traditional Market Outlook: Bearish\n\nThe S&amp;P 500 has rallied about 7.5% off its lows but the volume has been s\xe2\x80\xa6 https://t.co/QEiIokR7hK'
2018-11-07 18:14:09,b'Apple Seeds Second Beta of macOS Mojave 10.14.2 to Developers https://t.co/ohVXZtSZzU #AAPL'
2018-11-07 18:05:16,b'#Midterms - The Big Bad Event\n#FeaturedPosts #Financial #AAPL #DJI #FB #MCD #VZ #AlexandriaOcasioCortez #China #Fed\xe2\x80\xa6 https://t.co/v0v0D0XjzN'
2018-11-07 17:51:14,b'Apple Releases Safari Technology Preview 69 With New Dark Mode Scrollbar for Darker Webpages https://t.co/gKnJbunCVe #AAPL'
2018-11-07 17:36:23,b'Apple Says Battery Can Be Replaced Individually in New MacBook Air With Retina Display https://t.co/KQtRyacBG7 #AAPL'
2018-11-07 15:45:47,b'CATCHING ANOTHER BOTTOM THIS TIME APPLE? - #AAPL chart https://t.co/XeVU2NV8eg'
2018-11-07 15:33:27,b'Get more updates and #Trading setups in #Stocks #ETFs and #Bitcoin by picking any monthly plan here\xe2\x80\xa6 https://t.co/zrTCDQQGWK'
2018-11-07 15:21:22,"b""Apple is 'Not in Talks' to Settle Legal Dispute With Qualcomm and is 'Gearing Up For Trial' https://t.co/NkQMGoDE9F #AAPL"""
2018-11-07 15:12:30,b'#AAPL Regional Meeting https://t.co/Ydq4xH6BTl'
2018-11-07 14:51:46,b'AAPL - Short - #AAPL chart https://t.co/OQ8xEE5Zm8'
2018-11-07 14:31:22,"b""Twelve South Launches 'PowerPic' Wooden Picture Frame With 10W Qi Charger for $80 https://t.co/MvHGAxIpec #AAPL"""
2018-11-07 14:14:38,b'#Apple not in settlement talks with #Qualcomm #AAPL #QCOM #MSFT #INTC #SSUN #SPX #DJIA #NASDAQ #stockstowatch  https://t.co/K0itmOGwrt'
2018-11-07 13:59:59,b'$ES_F - very good chance we see 2800 today .. #es_f #spx #aapl #futures #premarket #trading #cme'
2018-11-07 13:54:36,b'What happened to Jony\xe2\x80\x99s voice? | @KenSegall https://t.co/3CTnXLTKRh Dunno but #aapl stock plummeted. https://t.co/2tfSiajkK7'
2018-11-07 12:02:07,"b'LG Display to Supply Apple With 400,000 OLED iPhone Panels By End of Year https://t.co/KHmZj3KaFe #AAPL'"
2018-11-07 11:19:02,"b'RT @AmanKabirMPS: Dow Jones: on the way down, look for strong support/resistance levels at 24,717, 20,410, and 17,747:\nhttps://t.co/oxaCH5o\xe2\x80\xa6'"
2018-11-07 11:06:21,b'RT @cryptovalueast: Red apple day . Everething as usual - to many illussions. #aapl https://t.co/WXSZFEwfa2'
2018-11-07 10:56:54,"b""If you're trading CFDs, AAPL and Bitcoin Cash are arguably this week's best buys. #ETF #AAPL #BCH https://t.co/Ri5GqjFaoT"""
2018-11-07 10:27:04,b'https://t.co/FfrMVXiOuP #AMZN found buyers in blue box and rallied. Longs from blue box now already risk free. Join\xe2\x80\xa6 https://t.co/C98K6Qcf7D'
2018-11-07 09:37:41,"b'RT @davidjb5974: AirPods were the best-selling product at Best Buy last month, followed by Lightning to 3.5mm adapt\xe2\x80\xa6 https://t.co/2CTJGuT32K'"
2018-11-07 08:48:11,"b'AirPods were the best-selling product at Best Buy last month, followed by Lightning to 3.5mm adapter $AAPL #AirPods\xe2\x80\xa6 https://t.co/0eqA5CzUK4'"
2018-11-07 07:43:57,b'Why AAPL Still Has 50% Upside Potential https://t.co/HuFmxAmAfo #apple #aapl #trading #investing'
2018-11-07 06:04:52,"b""Interesting seeing Apple's transformation to an insurance company.  A majority of its revenue growth is coming from\xe2\x80\xa6 https://t.co/YqZOWObPoQ"""
2018-11-07 05:56:54,b'RT @Zoukers: so far buyers appeared - #AAPL chart https://t.co/xgVlEMDf1a'
2018-11-07 05:49:24,b'Harmony between Apple and Adobe. The mobile workflow is seamless. #AAPL  https://t.co/yE2HXNI5LY'
2018-11-07 05:44:45,b'The best Apple Watch yet. #AAPL  https://t.co/Hxp3iAaO6A'
2018-11-07 04:43:50,b'so far buyers appeared - #AAPL chart https://t.co/xgVlEMDf1a'
2018-11-07 03:55:30,b'RT @jimmyzhong_iost: Congrats to #AAPL for becoming the first trillion dollar company \xf0\x9f\x98\x84. Who\xe2\x80\x99s next? https://t.co/sgLF7dmUaz'
2018-11-07 02:38:59,b'iPads aren\xe2\x80\x99t replacing laptops. News at 11! #AAPL #CNBC https://t.co/QH82fEOSgo'
2018-11-07 02:37:50,"b'#aapl price upside movement rejected, and will continue to go lower for a nice scoop to hold. https://t.co/DrTdcMPeTN'"
2018-11-07 02:35:37,b'#aapl today movement to the upside was rejected as expected from my analysis. Apple (AAPL) stock crash into an oppo\xe2\x80\xa6 https://t.co/rHs04LBIGH'
2018-11-07 02:31:01,b'Not looking good for Democrats.. May be market rally tomorrow big #Es_f #spx #spy #futures #trading #Election2018 #aapl #IVoted'
2018-11-07 01:26:23,b'Apple Highlights 2018 MacBook Air and Mac Mini Reviews https://t.co/X5FQiCphrt #AAPL'
2018-11-07 00:56:53,b'A great step for humankind. #AAPL https://t.co/8xROWa2qL0'
2018-11-07 18:51:11,"b""Apple's Clips App Gains New Selfie Scenes, Filters, Stickers and Soundtracks https://t.co/zAzA5oWxqW #AAPL"""
2018-11-07 18:49:10,b'Apple (#AAPL) stock crash into an opportunity buying dip. https://t.co/tvjGwLUNka via @gearupinvestor'
2018-11-07 18:36:27,"b""Apple's Phil Schiller and Anand Shimpi Provide Insight Into A12X Chip in New iPad Pro Models https://t.co/YIdkKYXr7F #AAPL"""
2018-11-07 18:25:12,b'$SPY Traditional Market Outlook: Bearish\n\nThe S&amp;P 500 has rallied about 7.5% off its lows but the volume has been s\xe2\x80\xa6 https://t.co/QEiIokR7hK'
2018-11-07 18:14:09,b'Apple Seeds Second Beta of macOS Mojave 10.14.2 to Developers https://t.co/ohVXZtSZzU #AAPL'
2018-11-07 18:05:16,b'#Midterms - The Big Bad Event\n#FeaturedPosts #Financial #AAPL #DJI #FB #MCD #VZ #AlexandriaOcasioCortez #China #Fed\xe2\x80\xa6 https://t.co/v0v0D0XjzN'
2018-11-07 17:51:14,b'Apple Releases Safari Technology Preview 69 With New Dark Mode Scrollbar for Darker Webpages https://t.co/gKnJbunCVe #AAPL'
2018-11-07 17:36:23,b'Apple Says Battery Can Be Replaced Individually in New MacBook Air With Retina Display https://t.co/KQtRyacBG7 #AAPL'
2018-11-07 15:45:47,b'CATCHING ANOTHER BOTTOM THIS TIME APPLE? - #AAPL chart https://t.co/XeVU2NV8eg'
2018-11-07 15:33:27,b'Get more updates and #Trading setups in #Stocks #ETFs and #Bitcoin by picking any monthly plan here\xe2\x80\xa6 https://t.co/zrTCDQQGWK'
2018-11-07 15:21:22,"b""Apple is 'Not in Talks' to Settle Legal Dispute With Qualcomm and is 'Gearing Up For Trial' https://t.co/NkQMGoDE9F #AAPL"""
2018-11-07 15:12:30,b'#AAPL Regional Meeting https://t.co/Ydq4xH6BTl'
2018-11-07 14:51:46,b'AAPL - Short - #AAPL chart https://t.co/OQ8xEE5Zm8'
2018-11-07 14:31:22,"b""Twelve South Launches 'PowerPic' Wooden Picture Frame With 10W Qi Charger for $80 https://t.co/MvHGAxIpec #AAPL"""
2018-11-07 14:14:38,b'#Apple not in settlement talks with #Qualcomm #AAPL #QCOM #MSFT #INTC #SSUN #SPX #DJIA #NASDAQ #stockstowatch  https://t.co/K0itmOGwrt'
2018-11-07 13:59:59,b'$ES_F - very good chance we see 2800 today .. #es_f #spx #aapl #futures #premarket #trading #cme'
2018-11-07 13:54:36,b'What happened to Jony\xe2\x80\x99s voice? | @KenSegall https://t.co/3CTnXLTKRh Dunno but #aapl stock plummeted. https://t.co/2tfSiajkK7'
2018-11-07 12:02:07,"b'LG Display to Supply Apple With 400,000 OLED iPhone Panels By End of Year https://t.co/KHmZj3KaFe #AAPL'"
2018-11-07 11:19:02,"b'RT @AmanKabirMPS: Dow Jones: on the way down, look for strong support/resistance levels at 24,717, 20,410, and 17,747:\nhttps://t.co/oxaCH5o\xe2\x80\xa6'"
2018-11-07 11:06:21,b'RT @cryptovalueast: Red apple day . Everething as usual - to many illussions. #aapl https://t.co/WXSZFEwfa2'
2018-11-07 10:56:54,"b""If you're trading CFDs, AAPL and Bitcoin Cash are arguably this week's best buys. #ETF #AAPL #BCH https://t.co/Ri5GqjFaoT"""
2018-11-07 10:27:04,b'https://t.co/FfrMVXiOuP #AMZN found buyers in blue box and rallied. Longs from blue box now already risk free. Join\xe2\x80\xa6 https://t.co/C98K6Qcf7D'
2018-11-07 09:37:41,"b'RT @davidjb5974: AirPods were the best-selling product at Best Buy last month, followed by Lightning to 3.5mm adapt\xe2\x80\xa6 https://t.co/2CTJGuT32K'"
2018-11-07 08:48:11,"b'AirPods were the best-selling product at Best Buy last month, followed by Lightning to 3.5mm adapter $AAPL #AirPods\xe2\x80\xa6 https://t.co/0eqA5CzUK4'"
2018-11-07 07:43:57,b'Why AAPL Still Has 50% Upside Potential https://t.co/HuFmxAmAfo #apple #aapl #trading #investing'
2018-11-07 06:04:52,"b""Interesting seeing Apple's transformation to an insurance company.  A majority of its revenue growth is coming from\xe2\x80\xa6 https://t.co/YqZOWObPoQ"""
2018-11-07 05:56:54,b'RT @Zoukers: so far buyers appeared - #AAPL chart https://t.co/xgVlEMDf1a'
2018-11-07 05:49:24,b'Harmony between Apple and Adobe. The mobile workflow is seamless. #AAPL  https://t.co/yE2HXNI5LY'
2018-11-07 05:44:45,b'The best Apple Watch yet. #AAPL  https://t.co/Hxp3iAaO6A'
2018-11-07 04:43:50,b'so far buyers appeared - #AAPL chart https://t.co/xgVlEMDf1a'
2018-11-07 03:55:30,b'RT @jimmyzhong_iost: Congrats to #AAPL for becoming the first trillion dollar company \xf0\x9f\x98\x84. Who\xe2\x80\x99s next? https://t.co/sgLF7dmUaz'
2018-11-07 02:38:59,b'iPads aren\xe2\x80\x99t replacing laptops. News at 11! #AAPL #CNBC https://t.co/QH82fEOSgo'
2018-11-07 02:37:50,"b'#aapl price upside movement rejected, and will continue to go lower for a nice scoop to hold. https://t.co/DrTdcMPeTN'"
2018-11-07 02:35:37,b'#aapl today movement to the upside was rejected as expected from my analysis. Apple (AAPL) stock crash into an oppo\xe2\x80\xa6 https://t.co/rHs04LBIGH'
2018-11-07 02:31:01,b'Not looking good for Democrats.. May be market rally tomorrow big #Es_f #spx #spy #futures #trading #Election2018 #aapl #IVoted'
2018-11-07 01:26:23,b'Apple Highlights 2018 MacBook Air and Mac Mini Reviews https://t.co/X5FQiCphrt #AAPL'
2018-11-07 00:56:53,b'A great step for humankind. #AAPL https://t.co/8xROWa2qL0'
2018-11-07 18:51:11,"b""Apple's Clips App Gains New Selfie Scenes, Filters, Stickers and Soundtracks https://t.co/zAzA5oWxqW #AAPL"""
2018-11-07 18:49:10,b'Apple (#AAPL) stock crash into an opportunity buying dip. https://t.co/tvjGwLUNka via @gearupinvestor'
2018-11-07 18:36:27,"b""Apple's Phil Schiller and Anand Shimpi Provide Insight Into A12X Chip in New iPad Pro Models https://t.co/YIdkKYXr7F #AAPL"""
2018-11-07 18:25:12,b'$SPY Traditional Market Outlook: Bearish\n\nThe S&amp;P 500 has rallied about 7.5% off its lows but the volume has been s\xe2\x80\xa6 https://t.co/QEiIokR7hK'
2018-11-07 18:14:09,b'Apple Seeds Second Beta of macOS Mojave 10.14.2 to Developers https://t.co/ohVXZtSZzU #AAPL'
2018-11-07 18:05:16,b'#Midterms - The Big Bad Event\n#FeaturedPosts #Financial #AAPL #DJI #FB #MCD #VZ #AlexandriaOcasioCortez #China #Fed\xe2\x80\xa6 https://t.co/v0v0D0XjzN'
2018-11-07 17:51:14,b'Apple Releases Safari Technology Preview 69 With New Dark Mode Scrollbar for Darker Webpages https://t.co/gKnJbunCVe #AAPL'
2018-11-07 17:36:23,b'Apple Says Battery Can Be Replaced Individually in New MacBook Air With Retina Display https://t.co/KQtRyacBG7 #AAPL'
2018-11-07 15:45:47,b'CATCHING ANOTHER BOTTOM THIS TIME APPLE? - #AAPL chart https://t.co/XeVU2NV8eg'
2018-11-07 15:33:27,b'Get more updates and #Trading setups in #Stocks #ETFs and #Bitcoin by picking any monthly plan here\xe2\x80\xa6 https://t.co/zrTCDQQGWK'
2018-11-07 15:21:22,"b""Apple is 'Not in Talks' to Settle Legal Dispute With Qualcomm and is 'Gearing Up For Trial' https://t.co/NkQMGoDE9F #AAPL"""
2018-11-07 15:12:30,b'#AAPL Regional Meeting https://t.co/Ydq4xH6BTl'
2018-11-07 14:51:46,b'AAPL - Short - #AAPL chart https://t.co/OQ8xEE5Zm8'
2018-11-07 14:31:22,"b""Twelve South Launches 'PowerPic' Wooden Picture Frame With 10W Qi Charger for $80 https://t.co/MvHGAxIpec #AAPL"""
2018-11-07 14:14:38,b'#Apple not in settlement talks with #Qualcomm #AAPL #QCOM #MSFT #INTC #SSUN #SPX #DJIA #NASDAQ #stockstowatch  https://t.co/K0itmOGwrt'
2018-11-07 13:59:59,b'$ES_F - very good chance we see 2800 today .. #es_f #spx #aapl #futures #premarket #trading #cme'
2018-11-07 13:54:36,b'What happened to Jony\xe2\x80\x99s voice? | @KenSegall https://t.co/3CTnXLTKRh Dunno but #aapl stock plummeted. https://t.co/2tfSiajkK7'
2018-11-07 12:02:07,"b'LG Display to Supply Apple With 400,000 OLED iPhone Panels By End of Year https://t.co/KHmZj3KaFe #AAPL'"
2018-11-07 11:19:02,"b'RT @AmanKabirMPS: Dow Jones: on the way down, look for strong support/resistance levels at 24,717, 20,410, and 17,747:\nhttps://t.co/oxaCH5o\xe2\x80\xa6'"
2018-11-07 11:06:21,b'RT @cryptovalueast: Red apple day . Everething as usual - to many illussions. #aapl https://t.co/WXSZFEwfa2'
2018-11-07 10:56:54,"b""If you're trading CFDs, AAPL and Bitcoin Cash are arguably this week's best buys. #ETF #AAPL #BCH https://t.co/Ri5GqjFaoT"""
2018-11-07 10:27:04,b'https://t.co/FfrMVXiOuP #AMZN found buyers in blue box and rallied. Longs from blue box now already risk free. Join\xe2\x80\xa6 https://t.co/C98K6Qcf7D'
2018-11-07 09:37:41,"b'RT @davidjb5974: AirPods were the best-selling product at Best Buy last month, followed by Lightning to 3.5mm adapt\xe2\x80\xa6 https://t.co/2CTJGuT32K'"
2018-11-07 08:48:11,"b'AirPods were the best-selling product at Best Buy last month, followed by Lightning to 3.5mm adapter $AAPL #AirPods\xe2\x80\xa6 https://t.co/0eqA5CzUK4'"
2018-11-07 07:43:57,b'Why AAPL Still Has 50% Upside Potential https://t.co/HuFmxAmAfo #apple #aapl #trading #investing'
2018-11-07 06:04:52,"b""Interesting seeing Apple's transformation to an insurance company.  A majority of its revenue growth is coming from\xe2\x80\xa6 https://t.co/YqZOWObPoQ"""
2018-11-07 05:56:54,b'RT @Zoukers: so far buyers appeared - #AAPL chart https://t.co/xgVlEMDf1a'
2018-11-07 05:49:24,b'Harmony between Apple and Adobe. The mobile workflow is seamless. #AAPL  https://t.co/yE2HXNI5LY'
2018-11-07 05:44:45,b'The best Apple Watch yet. #AAPL  https://t.co/Hxp3iAaO6A'
2018-11-07 04:43:50,b'so far buyers appeared - #AAPL chart https://t.co/xgVlEMDf1a'
2018-11-07 03:55:30,b'RT @jimmyzhong_iost: Congrats to #AAPL for becoming the first trillion dollar company \xf0\x9f\x98\x84. Who\xe2\x80\x99s next? https://t.co/sgLF7dmUaz'
2018-11-07 02:38:59,b'iPads aren\xe2\x80\x99t replacing laptops. News at 11! #AAPL #CNBC https://t.co/QH82fEOSgo'
2018-11-07 02:37:50,"b'#aapl price upside movement rejected, and will continue to go lower for a nice scoop to hold. https://t.co/DrTdcMPeTN'"
2018-11-07 02:35:37,b'#aapl today movement to the upside was rejected as expected from my analysis. Apple (AAPL) stock crash into an oppo\xe2\x80\xa6 https://t.co/rHs04LBIGH'
2018-11-07 02:31:01,b'Not looking good for Democrats.. May be market rally tomorrow big #Es_f #spx #spy #futures #trading #Election2018 #aapl #IVoted'
2018-11-07 01:26:23,b'Apple Highlights 2018 MacBook Air and Mac Mini Reviews https://t.co/X5FQiCphrt #AAPL'
2018-11-07 00:56:53,b'A great step for humankind. #AAPL https://t.co/8xROWa2qL0'
